"source","target","year","title","type"
"Johnny Costa*", "Gene Ramey","1989", "Neighborhood","master"
"Johnny Costa*", "Kenny Clarke","1989", "Neighborhood","master"
"Gene Ramey", "Kenny Clarke","1989", "Neighborhood","master"
"Johnny Costa*", "Rudy Van Gelder","1989", "Neighborhood","master"
"Gene Ramey", "Rudy Van Gelder","1989", "Neighborhood","master"
"Kenny Clarke", "Rudy Van Gelder","1989", "Neighborhood","master"
"Tommy Flanagan", "George Mraz and Kenny Washington","1989", "Jazz Poet","master"
"Tommy Flanagan", "Rudy Van Gelder","1989", "Jazz Poet","master"
"George Mraz and Kenny Washington", "Rudy Van Gelder","1989", "Jazz Poet","master"
"Various", "Music By Carly Simon","1989", "Original Soundtrack Album Working Girl","master"
"Various", "Rudy Van Gelder","1989", "Original Soundtrack Album Working Girl","master"
"Music By Carly Simon", "Rudy Van Gelder","1989", "Original Soundtrack Album Working Girl","master"
"Herb Alpert", "Hugh Masekela","1989", "Herb Alpert / Hugh Masekela","master"
"Herb Alpert", "Rudy Van Gelder","1989", "Herb Alpert / Hugh Masekela","master"
"Hugh Masekela", "Rudy Van Gelder","1989", "Herb Alpert / Hugh Masekela","master"
"Steve Nelson", "Mulgrew Miller","1990", "Communications","release"
"Steve Nelson", "Ray Drummond","1990", "Communications","release"
"Steve Nelson", "Tony Reedus","1990", "Communications","release"
"Mulgrew Miller", "Ray Drummond","1990", "Communications","release"
"Mulgrew Miller", "Tony Reedus","1990", "Communications","release"
"Ray Drummond", "Tony Reedus","1990", "Communications","release"
"Steve Nelson", "Rudy Van Gelder","1990", "Communications","release"
"Mulgrew Miller", "Rudy Van Gelder","1990", "Communications","release"
"Ray Drummond", "Rudy Van Gelder","1990", "Communications","release"
"Tony Reedus", "Rudy Van Gelder","1990", "Communications","release"
"The Billy Strayhorn Project", "The Michael Hashim Quartet*","1990", "Lotus Blossom","release"
"The Billy Strayhorn Project", "Rudy Van Gelder","1990", "Lotus Blossom","release"
"The Michael Hashim Quartet*", "Rudy Van Gelder","1990", "Lotus Blossom","release"
"Cannonball Adderley", "Nat Adderley","1990", "The Adderleys - Cannonball & Nat","release"
"Cannonball Adderley", "Rudy Van Gelder","1990", "The Adderleys - Cannonball & Nat","release"
"Nat Adderley", "Rudy Van Gelder","1990", "The Adderleys - Cannonball & Nat","release"
"Thad Jones", "Mel Lewis","1990", "The Thad Jones / Mel Lewis Quartet","release"
"Thad Jones", "Rudy Van Gelder","1990", "The Thad Jones / Mel Lewis Quartet","release"
"Mel Lewis", "Rudy Van Gelder","1990", "The Thad Jones / Mel Lewis Quartet","release"
"Lonnie Johnson (2)", "Elmer Snowden","1990", "Blues & Ballads","master"
"Lonnie Johnson (2)", "Rudy Van Gelder","1990", "Blues & Ballads","master"
"Elmer Snowden", "Rudy Van Gelder","1990", "Blues & Ballads","master"
"George Benson", "The Brother Jack McDuff Quartet","1990", "The New Boss Guitar Of George Benson","master"
"George Benson", "Rudy Van Gelder","1990", "The New Boss Guitar Of George Benson","master"
"The Brother Jack McDuff Quartet", "Rudy Van Gelder","1990", "The New Boss Guitar Of George Benson","master"
"Houston Person", "Ron Carter","1990", "Something In Common","master"
"Houston Person", "Rudy Van Gelder","1990", "Something In Common","master"
"Ron Carter", "Rudy Van Gelder","1990", "Something In Common","master"
"Hank Crawford", "Jimmy McGriff","1990", "On The Blue Side","master"
"Hank Crawford", "Rudy Van Gelder","1990", "On The Blue Side","master"
"Jimmy McGriff", "Rudy Van Gelder","1990", "On The Blue Side","master"
"Ray Drummond Quintet Feat. Steve Nelson", "David "Fathead" Newman","1990", "Camera In A Bag","master"
"Ray Drummond Quintet Feat. Steve Nelson", "Rudy Van Gelder","1990", "Camera In A Bag","master"
"David "Fathead" Newman", "Rudy Van Gelder","1990", "Camera In A Bag","master"
"Rob Schneiderman", "Rufus Reid And Billy Higgins","1990", "Smooth Sailing","master"
"Rob Schneiderman", "Rudy Van Gelder","1990", "Smooth Sailing","master"
"Rufus Reid And Billy Higgins", "Rudy Van Gelder","1990", "Smooth Sailing","master"
"Mike LeDonne Quintet", "Mike LeDonne Trio","1990", "The Feeling Of Jazz","master"
"Mike LeDonne Quintet", "Rudy Van Gelder","1990", "The Feeling Of Jazz","master"
"Mike LeDonne Trio", "Rudy Van Gelder","1990", "The Feeling Of Jazz","master"
"Donald Byrd Sextet", "Joe Henderson","1990", "Getting Down To Business","master"
"Donald Byrd Sextet", "Rudy Van Gelder","1990", "Getting Down To Business","master"
"Joe Henderson", "Rudy Van Gelder","1990", "Getting Down To Business","master"
"Grant Green", "Sonny Clark","1990", "The Complete Blue Note Recordings Of Grant Green With Sonny Clark","master"
"Grant Green", "Rudy Van Gelder","1990", "The Complete Blue Note Recordings Of Grant Green With Sonny Clark","master"
"Sonny Clark", "Rudy Van Gelder","1990", "The Complete Blue Note Recordings Of Grant Green With Sonny Clark","master"
"The Red Garland Trio", "Paul Chambers (3) And Art Taylor","1991", "A Garland Of Red","release"
"The Red Garland Trio", "Rudy Van Gelder","1991", "A Garland Of Red","release"
"Paul Chambers (3) And Art Taylor", "Rudy Van Gelder","1991", "A Garland Of Red","release"
"Sahib Shihab", "Herbie Mann","1991", "The Jazz We Heard Last Summer","master"
"Sahib Shihab", "Rudy Van Gelder","1991", "The Jazz We Heard Last Summer","master"
"Herbie Mann", "Rudy Van Gelder","1991", "The Jazz We Heard Last Summer","master"
"Red Mitchell", "Kenny Barron And Ben Riley","1991", "Talking","master"
"Red Mitchell", "Rudy Van Gelder","1991", "Talking","master"
"Kenny Barron And Ben Riley", "Rudy Van Gelder","1991", "Talking","master"
"Sathima Bea Benjamin", "Kenny Barron","1992", "Southern Touch","release"
"Sathima Bea Benjamin", "Buster Williams","1992", "Southern Touch","release"
"Sathima Bea Benjamin", "Billy Higgins","1992", "Southern Touch","release"
"Kenny Barron", "Buster Williams","1992", "Southern Touch","release"
"Kenny Barron", "Billy Higgins","1992", "Southern Touch","release"
"Buster Williams", "Billy Higgins","1992", "Southern Touch","release"
"Sathima Bea Benjamin", "Rudy Van Gelder","1992", "Southern Touch","release"
"Kenny Barron", "Rudy Van Gelder","1992", "Southern Touch","release"
"Buster Williams", "Rudy Van Gelder","1992", "Southern Touch","release"
"Billy Higgins", "Rudy Van Gelder","1992", "Southern Touch","release"
"Boyd Raeburn", "Orch.*","1992", "Boyd Meets Stravinski","master"
"Boyd Raeburn", "Rudy Van Gelder","1992", "Boyd Meets Stravinski","master"
"Orch.*", "Rudy Van Gelder","1992", "Boyd Meets Stravinski","master"
"Eddie "Lockjaw" Davis", "Shirley Scott","1992", "Smokin'","master"
"Eddie "Lockjaw" Davis", "Rudy Van Gelder","1992", "Smokin'","master"
"Shirley Scott", "Rudy Van Gelder","1992", "Smokin'","master"
"Oliver Nelson", "Lem Winchester","1992", "Nocturne","master"
"Oliver Nelson", "Rudy Van Gelder","1992", "Nocturne","master"
"Lem Winchester", "Rudy Van Gelder","1992", "Nocturne","master"
"Pucho", "The Latin Soul Brothers*","1992", "Heat / Jungle Fire","master"
"Pucho", "Rudy Van Gelder","1992", "Heat / Jungle Fire","master"
"The Latin Soul Brothers*", "Rudy Van Gelder","1992", "Heat / Jungle Fire","master"
"Buddy Tate", "Nat Simkins*","1992", "Just Friends (The Tenors Of Buddy Tate, Nat Simkins, Houston Person)","master"
"Buddy Tate", "Houston Person","1992", "Just Friends (The Tenors Of Buddy Tate, Nat Simkins, Houston Person)","master"
"Nat Simkins*", "Houston Person","1992", "Just Friends (The Tenors Of Buddy Tate, Nat Simkins, Houston Person)","master"
"Buddy Tate", "Rudy Van Gelder","1992", "Just Friends (The Tenors Of Buddy Tate, Nat Simkins, Houston Person)","master"
"Nat Simkins*", "Rudy Van Gelder","1992", "Just Friends (The Tenors Of Buddy Tate, Nat Simkins, Houston Person)","master"
"Houston Person", "Rudy Van Gelder","1992", "Just Friends (The Tenors Of Buddy Tate, Nat Simkins, Houston Person)","master"
"Jack Walrath And The Masters Of Suspense*", "Larry Coryell","1992", "Out Of The Tradition","master"
"Jack Walrath And The Masters Of Suspense*", "Benny Green","1992", "Out Of The Tradition","master"
"Jack Walrath And The Masters Of Suspense*", "Anthony Cox","1992", "Out Of The Tradition","master"
"Jack Walrath And The Masters Of Suspense*", "Ronnie Burrage","1992", "Out Of The Tradition","master"
"Larry Coryell", "Benny Green","1992", "Out Of The Tradition","master"
"Larry Coryell", "Anthony Cox","1992", "Out Of The Tradition","master"
"Larry Coryell", "Ronnie Burrage","1992", "Out Of The Tradition","master"
"Benny Green", "Anthony Cox","1992", "Out Of The Tradition","master"
"Benny Green", "Ronnie Burrage","1992", "Out Of The Tradition","master"
"Anthony Cox", "Ronnie Burrage","1992", "Out Of The Tradition","master"
"Jack Walrath And The Masters Of Suspense*", "Rudy Van Gelder","1992", "Out Of The Tradition","master"
"Larry Coryell", "Rudy Van Gelder","1992", "Out Of The Tradition","master"
"Benny Green", "Rudy Van Gelder","1992", "Out Of The Tradition","master"
"Anthony Cox", "Rudy Van Gelder","1992", "Out Of The Tradition","master"
"Ronnie Burrage", "Rudy Van Gelder","1992", "Out Of The Tradition","master"
"Bob Wilber", "Kenny Davern","1992", "Summit Reunion","master"
"Bob Wilber", "Rudy Van Gelder","1992", "Summit Reunion","master"
"Kenny Davern", "Rudy Van Gelder","1992", "Summit Reunion","master"
"Charlie Rouse", "Sahib Shihab","1993", "Soul Mates","release"
"Charlie Rouse", "Rudy Van Gelder","1993", "Soul Mates","release"
"Sahib Shihab", "Rudy Van Gelder","1993", "Soul Mates","release"
"Jay McShann", "John Hicks","1993", "The Missouri Connection","release"
"Jay McShann", "Rudy Van Gelder","1993", "The Missouri Connection","release"
"John Hicks", "Rudy Van Gelder","1993", "The Missouri Connection","release"
"Randy Sandke", "Jordan Sandke","1993", "The Sandke Brothers","release"
"Randy Sandke", "Rudy Van Gelder","1993", "The Sandke Brothers","release"
"Jordan Sandke", "Rudy Van Gelder","1993", "The Sandke Brothers","release"
"Arnett Cobb", "The Red Garland Trio","1993", "Blue And Sentimental","master"
"Arnett Cobb", "Rudy Van Gelder","1993", "Blue And Sentimental","master"
"The Red Garland Trio", "Rudy Van Gelder","1993", "Blue And Sentimental","master"
"Rob Schneiderman", "Rufus Reid","1993", "Standards","master"
"Rob Schneiderman", "Ben Riley","1993", "Standards","master"
"Rufus Reid", "Ben Riley","1993", "Standards","master"
"Rob Schneiderman", "Rudy Van Gelder","1993", "Standards","master"
"Rufus Reid", "Rudy Van Gelder","1993", "Standards","master"
"Ben Riley", "Rudy Van Gelder","1993", "Standards","master"
"Hank Jones", "Elvin Jones and George Mraz","1993", "Upon Reflection - The Music Of Thad Jones","master"
"Hank Jones", "Rudy Van Gelder","1993", "Upon Reflection - The Music Of Thad Jones","master"
"Elvin Jones and George Mraz", "Rudy Van Gelder","1993", "Upon Reflection - The Music Of Thad Jones","master"
"Houston Person", "Ron Carter","1993", "Now's The Time ","master"
"Houston Person", "Rudy Van Gelder","1993", "Now's The Time ","master"
"Ron Carter", "Rudy Van Gelder","1993", "Now's The Time ","master"
"Pucho", "The Latin Soul Brothers*","1994", "Tough!","release"
"Pucho", "Rudy Van Gelder","1994", "Tough!","release"
"The Latin Soul Brothers*", "Rudy Van Gelder","1994", "Tough!","release"
"Shirley Scott", "Stanley Turrentine","1994", "Soul Shoutin'","release"
"Shirley Scott", "Rudy Van Gelder","1994", "Soul Shoutin'","release"
"Stanley Turrentine", "Rudy Van Gelder","1994", "Soul Shoutin'","release"
"Jay Collins", "Kenny Barron","1994", "Uncommon Threads","release"
"Jay Collins", "Joe Locke","1994", "Uncommon Threads","release"
"Jay Collins", "Rufus Reid","1994", "Uncommon Threads","release"
"Jay Collins", "Ben Riley","1994", "Uncommon Threads","release"
"Kenny Barron", "Joe Locke","1994", "Uncommon Threads","release"
"Kenny Barron", "Rufus Reid","1994", "Uncommon Threads","release"
"Kenny Barron", "Ben Riley","1994", "Uncommon Threads","release"
"Joe Locke", "Rufus Reid","1994", "Uncommon Threads","release"
"Joe Locke", "Ben Riley","1994", "Uncommon Threads","release"
"Rufus Reid", "Ben Riley","1994", "Uncommon Threads","release"
"Jay Collins", "Rudy Van Gelder","1994", "Uncommon Threads","release"
"Kenny Barron", "Rudy Van Gelder","1994", "Uncommon Threads","release"
"Joe Locke", "Rudy Van Gelder","1994", "Uncommon Threads","release"
"Rufus Reid", "Rudy Van Gelder","1994", "Uncommon Threads","release"
"Ben Riley", "Rudy Van Gelder","1994", "Uncommon Threads","release"
"Peter Leitch", "John Hicks","1994", "Duality","release"
"Peter Leitch", "Rudy Van Gelder","1994", "Duality","release"
"John Hicks", "Rudy Van Gelder","1994", "Duality","release"
"Charlie Kennedy", "Charlie Ventura","1994", "The Crazy Rhythms Of Charlie Kennedy And Charlie Ventura","release"
"Charlie Kennedy", "Rudy Van Gelder","1994", "The Crazy Rhythms Of Charlie Kennedy And Charlie Ventura","release"
"Charlie Ventura", "Rudy Van Gelder","1994", "The Crazy Rhythms Of Charlie Kennedy And Charlie Ventura","release"
"Jack McDuff*", "Kenny Burrell","1994", "Crash!","master"
"Jack McDuff*", "Rudy Van Gelder","1994", "Crash!","master"
"Kenny Burrell", "Rudy Van Gelder","1994", "Crash!","master"
"Don Sickler", "Carl Fontana","1995", "Night Watch","release"
"Don Sickler", "Ralph Moore (2)","1995", "Night Watch","release"
"Carl Fontana", "Ralph Moore (2)","1995", "Night Watch","release"
"Don Sickler", "Rudy Van Gelder","1995", "Night Watch","release"
"Carl Fontana", "Rudy Van Gelder","1995", "Night Watch","release"
"Ralph Moore (2)", "Rudy Van Gelder","1995", "Night Watch","release"
"McCoy Tyner Trio", "Michael Brecker","1995", "Infinity","master"
"McCoy Tyner Trio", "Rudy Van Gelder","1995", "Infinity","master"
"Michael Brecker", "Rudy Van Gelder","1995", "Infinity","master"
"Miles Davis", "Miles Davis All Stars","1996", "3 In 1: Bags' Groove / Walkin' / Miles Davis And The Modern Jazz Giants","release"
"Miles Davis", "Rudy Van Gelder","1996", "3 In 1: Bags' Groove / Walkin' / Miles Davis And The Modern Jazz Giants","release"
"Miles Davis All Stars", "Rudy Van Gelder","1996", "3 In 1: Bags' Groove / Walkin' / Miles Davis And The Modern Jazz Giants","release"
"Michael Hashim", "Claudio Roditi And Dennis Irwin","1996", "Keep A Song In Your Soul","release"
"Michael Hashim", "Richard Wyands","1996", "Keep A Song In Your Soul","release"
"Michael Hashim", "Kenny Washington","1996", "Keep A Song In Your Soul","release"
"Claudio Roditi And Dennis Irwin", "Richard Wyands","1996", "Keep A Song In Your Soul","release"
"Claudio Roditi And Dennis Irwin", "Kenny Washington","1996", "Keep A Song In Your Soul","release"
"Richard Wyands", "Kenny Washington","1996", "Keep A Song In Your Soul","release"
"Michael Hashim", "Rudy Van Gelder","1996", "Keep A Song In Your Soul","release"
"Claudio Roditi And Dennis Irwin", "Rudy Van Gelder","1996", "Keep A Song In Your Soul","release"
"Richard Wyands", "Rudy Van Gelder","1996", "Keep A Song In Your Soul","release"
"Kenny Washington", "Rudy Van Gelder","1996", "Keep A Song In Your Soul","release"
"Rob Schneiderman", "Rufus Reid","1996", "Keepin' In The Groove","master"
"Rob Schneiderman", "Akira Tana","1996", "Keepin' In The Groove","master"
"Rufus Reid", "Akira Tana","1996", "Keepin' In The Groove","master"
"Rob Schneiderman", "Rudy Van Gelder","1996", "Keepin' In The Groove","master"
"Rufus Reid", "Rudy Van Gelder","1996", "Keepin' In The Groove","master"
"Akira Tana", "Rudy Van Gelder","1996", "Keepin' In The Groove","master"
"Funk", "Inc.*","1996", "Urban Renewal","master"
"Funk", "Rudy Van Gelder","1996", "Urban Renewal","master"
"Inc.*", "Rudy Van Gelder","1996", "Urban Renewal","master"
"Pucho", "His Latin Soul Brothers","1996", "The Best Of Pucho & His Latin Soul Brothers","master"
"Pucho", "Rudy Van Gelder","1996", "The Best Of Pucho & His Latin Soul Brothers","master"
"His Latin Soul Brothers", "Rudy Van Gelder","1996", "The Best Of Pucho & His Latin Soul Brothers","master"
"David Hazeltine", "Peter Washington","1996", "The Classic Trio","master"
"David Hazeltine", "Louis Hayes","1996", "The Classic Trio","master"
"Peter Washington", "Louis Hayes","1996", "The Classic Trio","master"
"David Hazeltine", "Rudy Van Gelder","1996", "The Classic Trio","master"
"Peter Washington", "Rudy Van Gelder","1996", "The Classic Trio","master"
"Louis Hayes", "Rudy Van Gelder","1996", "The Classic Trio","master"
"Don Patterson", "Booker Ervin","1996", "Don Patterson/Booker Ervin","master"
"Don Patterson", "Rudy Van Gelder","1996", "Don Patterson/Booker Ervin","master"
"Booker Ervin", "Rudy Van Gelder","1996", "Don Patterson/Booker Ervin","master"
"Teddy Edwards", "Houston Person","1996", "Horn To Horn","master"
"Teddy Edwards", "Rudy Van Gelder","1996", "Horn To Horn","master"
"Houston Person", "Rudy Van Gelder","1996", "Horn To Horn","master"
"One For All (3)", "Eric Alexander","1997", "Too Soon To Tell","release"
"One For All (3)", "Rudy Van Gelder","1997", "Too Soon To Tell","release"
"Eric Alexander", "Rudy Van Gelder","1997", "Too Soon To Tell","release"
"Teddy Edwards", "Virgil Jones","1997", "Midnight Creeper","release"
"Teddy Edwards", "Richard Wyands","1997", "Midnight Creeper","release"
"Teddy Edwards", "Buster Williams","1997", "Midnight Creeper","release"
"Teddy Edwards", "Chip White","1997", "Midnight Creeper","release"
"Virgil Jones", "Richard Wyands","1997", "Midnight Creeper","release"
"Virgil Jones", "Buster Williams","1997", "Midnight Creeper","release"
"Virgil Jones", "Chip White","1997", "Midnight Creeper","release"
"Richard Wyands", "Buster Williams","1997", "Midnight Creeper","release"
"Richard Wyands", "Chip White","1997", "Midnight Creeper","release"
"Buster Williams", "Chip White","1997", "Midnight Creeper","release"
"Teddy Edwards", "Rudy Van Gelder","1997", "Midnight Creeper","release"
"Virgil Jones", "Rudy Van Gelder","1997", "Midnight Creeper","release"
"Richard Wyands", "Rudy Van Gelder","1997", "Midnight Creeper","release"
"Buster Williams", "Rudy Van Gelder","1997", "Midnight Creeper","release"
"Chip White", "Rudy Van Gelder","1997", "Midnight Creeper","release"
"Lennie Tristano", "Lee Konitz","1997", "The Complete Atlantic Recordings Of Lennie Tristano, Lee Konitz & Warne Marsh","master"
"Lennie Tristano", "Warne Marsh","1997", "The Complete Atlantic Recordings Of Lennie Tristano, Lee Konitz & Warne Marsh","master"
"Lee Konitz", "Warne Marsh","1997", "The Complete Atlantic Recordings Of Lennie Tristano, Lee Konitz & Warne Marsh","master"
"Lennie Tristano", "Rudy Van Gelder","1997", "The Complete Atlantic Recordings Of Lennie Tristano, Lee Konitz & Warne Marsh","master"
"Lee Konitz", "Rudy Van Gelder","1997", "The Complete Atlantic Recordings Of Lennie Tristano, Lee Konitz & Warne Marsh","master"
"Warne Marsh", "Rudy Van Gelder","1997", "The Complete Atlantic Recordings Of Lennie Tristano, Lee Konitz & Warne Marsh","master"
"Bill Charlap", "Ted Rosenthal","1997", "The Gerry Mulligan Songbook","master"
"Bill Charlap", "Dean Johnson (3)","1997", "The Gerry Mulligan Songbook","master"
"Bill Charlap", "Ron Vincent","1997", "The Gerry Mulligan Songbook","master"
"Ted Rosenthal", "Dean Johnson (3)","1997", "The Gerry Mulligan Songbook","master"
"Ted Rosenthal", "Ron Vincent","1997", "The Gerry Mulligan Songbook","master"
"Dean Johnson (3)", "Ron Vincent","1997", "The Gerry Mulligan Songbook","master"
"Bill Charlap", "Rudy Van Gelder","1997", "The Gerry Mulligan Songbook","master"
"Ted Rosenthal", "Rudy Van Gelder","1997", "The Gerry Mulligan Songbook","master"
"Dean Johnson (3)", "Rudy Van Gelder","1997", "The Gerry Mulligan Songbook","master"
"Ron Vincent", "Rudy Van Gelder","1997", "The Gerry Mulligan Songbook","master"
"Adam Makowicz", "Jack DeJohnette","1997", "A Handful Of Stars","master"
"Adam Makowicz", "George Mraz","1997", "A Handful Of Stars","master"
"Jack DeJohnette", "George Mraz","1997", "A Handful Of Stars","master"
"Adam Makowicz", "Rudy Van Gelder","1997", "A Handful Of Stars","master"
"Jack DeJohnette", "Rudy Van Gelder","1997", "A Handful Of Stars","master"
"George Mraz", "Rudy Van Gelder","1997", "A Handful Of Stars","master"
"The Walter Bishop, Jr. Trio", "Butch Warren And Jimmy Cobb","1997", "1965","master"
"The Walter Bishop, Jr. Trio", "Rudy Van Gelder","1997", "1965","master"
"Butch Warren And Jimmy Cobb", "Rudy Van Gelder","1997", "1965","master"
"Stanley Turrentine", "Shirley Scott","1998", "Stanley Turrentine / Shirley Scott","release"
"Stanley Turrentine", "Rudy Van Gelder","1998", "Stanley Turrentine / Shirley Scott","release"
"Shirley Scott", "Rudy Van Gelder","1998", "Stanley Turrentine / Shirley Scott","release"
"Howard McGhee", "The Kenny Drew Trio","1998", "Howard McGhee - Introducing The Kenny Drew Trio","release"
"Howard McGhee", "Rudy Van Gelder","1998", "Howard McGhee - Introducing The Kenny Drew Trio","release"
"The Kenny Drew Trio", "Rudy Van Gelder","1998", "Howard McGhee - Introducing The Kenny Drew Trio","release"
"Frank Foster", "George Wallington","1998", "Here Comes Frank Foster / George Wallington Showcase","release"
"Frank Foster", "Rudy Van Gelder","1998", "Here Comes Frank Foster / George Wallington Showcase","release"
"George Wallington", "Rudy Van Gelder","1998", "Here Comes Frank Foster / George Wallington Showcase","release"
"The Greg Packham Group", "Elvin Jones","1998", "Into The Frying Pan","release"
"The Greg Packham Group", "Rudy Van Gelder","1998", "Into The Frying Pan","release"
"Elvin Jones", "Rudy Van Gelder","1998", "Into The Frying Pan","release"
"Trudy Pitts", "Pat Martino","1998", "Trudy Pitts With Pat Martino","master"
"Trudy Pitts", "Rudy Van Gelder","1998", "Trudy Pitts With Pat Martino","master"
"Pat Martino", "Rudy Van Gelder","1998", "Trudy Pitts With Pat Martino","master"
"Howard McGhee", "Tal Farlow Quartet*","1998", "Howard McGhee Volume 2 - Tal Farlow Quartet","master"
"Howard McGhee", "Rudy Van Gelder","1998", "Howard McGhee Volume 2 - Tal Farlow Quartet","master"
"Tal Farlow Quartet*", "Rudy Van Gelder","1998", "Howard McGhee Volume 2 - Tal Farlow Quartet","master"
"Sonny Stitt", "Don Patterson","1998", "Sonny Stitt/Don Patterson, Vol. 2","master"
"Sonny Stitt", "Rudy Van Gelder","1998", "Sonny Stitt/Don Patterson, Vol. 2","master"
"Don Patterson", "Rudy Van Gelder","1998", "Sonny Stitt/Don Patterson, Vol. 2","master"
"Teddy Edwards", "Houston Person","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Teddy Edwards", "Stan Hope","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Teddy Edwards", "Ray Drummond","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Teddy Edwards", "Kenny Washington","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Houston Person", "Stan Hope","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Houston Person", "Ray Drummond","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Houston Person", "Kenny Washington","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Stan Hope", "Ray Drummond","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Stan Hope", "Kenny Washington","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Ray Drummond", "Kenny Washington","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Teddy Edwards", "Rudy Van Gelder","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Houston Person", "Rudy Van Gelder","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Stan Hope", "Rudy Van Gelder","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Ray Drummond", "Rudy Van Gelder","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Kenny Washington", "Rudy Van Gelder","1999", "Close Encounters - The Saxophone Of Teddy Edwards & Houston Person  ","release"
"Joe Newman", "Henry "Red" Allen","1999", "The Hot Trumpets Of Joe Newman & Henry "Red" Allen","release"
"Joe Newman", "Rudy Van Gelder","1999", "The Hot Trumpets Of Joe Newman & Henry "Red" Allen","release"
"Henry "Red" Allen", "Rudy Van Gelder","1999", "The Hot Trumpets Of Joe Newman & Henry "Red" Allen","release"
"Hank Jones", "Bob Stewart (3)","1999", "Take Two","release"
"Hank Jones", "Rudy Van Gelder","1999", "Take Two","release"
"Bob Stewart (3)", "Rudy Van Gelder","1999", "Take Two","release"
"Bill Jennings", "Jack McDuff*","1999", "Glide On","master"
"Bill Jennings", "Rudy Van Gelder","1999", "Glide On","master"
"Jack McDuff*", "Rudy Van Gelder","1999", "Glide On","master"
"Don Patterson", "Booker Ervin","1999", "Just Friends","master"
"Don Patterson", "Houston Person","1999", "Just Friends","master"
"Booker Ervin", "Houston Person","1999", "Just Friends","master"
"Don Patterson", "Rudy Van Gelder","1999", "Just Friends","master"
"Booker Ervin", "Rudy Van Gelder","1999", "Just Friends","master"
"Houston Person", "Rudy Van Gelder","1999", "Just Friends","master"
"Buddy Tate", "Claude Hopkins","1999", "Buddy And Claude","master"
"Buddy Tate", "Rudy Van Gelder","1999", "Buddy And Claude","master"
"Claude Hopkins", "Rudy Van Gelder","1999", "Buddy And Claude","master"
"Bill Mason", "Gary Chandler (2)","1999", "Gettin' Off / Outlook","master"
"Bill Mason", "Rudy Van Gelder","1999", "Gettin' Off / Outlook","master"
"Gary Chandler (2)", "Rudy Van Gelder","1999", "Gettin' Off / Outlook","master"
"Harris*", "Moran*","1999", "New Directions","master"
"Harris*", "Osby*","1999", "New Directions","master"
"Harris*", "Shim*","1999", "New Directions","master"
"Moran*", "Osby*","1999", "New Directions","master"
"Moran*", "Shim*","1999", "New Directions","master"
"Osby*", "Shim*","1999", "New Directions","master"
"Harris*", "Rudy Van Gelder","1999", "New Directions","master"
"Moran*", "Rudy Van Gelder","1999", "New Directions","master"
"Osby*", "Rudy Van Gelder","1999", "New Directions","master"
"Shim*", "Rudy Van Gelder","1999", "New Directions","master"
"George Coleman", "Ned Otter","2000", "Danger High Voltage","release"
"George Coleman", "Rudy Van Gelder","2000", "Danger High Voltage","release"
"Ned Otter", "Rudy Van Gelder","2000", "Danger High Voltage","release"
"Donald Byrd", "Pepper Adams","2000", "The Complete Blue Note Donald Byrd/Pepper Adams Studio Sessions","release"
"Donald Byrd", "Rudy Van Gelder","2000", "The Complete Blue Note Donald Byrd/Pepper Adams Studio Sessions","release"
"Pepper Adams", "Rudy Van Gelder","2000", "The Complete Blue Note Donald Byrd/Pepper Adams Studio Sessions","release"
"Lee Morgan", "Hank Mobley's Quintet*","2000", "Introducing Lee Morgan","release"
"Lee Morgan", "Rudy Van Gelder","2000", "Introducing Lee Morgan","release"
"Hank Mobley's Quintet*", "Rudy Van Gelder","2000", "Introducing Lee Morgan","release"
"Mal Waldron", "Eric Dolphy And Booker Ervin","2000", "The Quest","release"
"Mal Waldron", "Rudy Van Gelder","2000", "The Quest","release"
"Eric Dolphy And Booker Ervin", "Rudy Van Gelder","2000", "The Quest","release"
"Randy Weston", "Art Blakey","2000", "Solo, Duo & Trio","master"
"Randy Weston", "Sam Gill","2000", "Solo, Duo & Trio","master"
"Art Blakey", "Sam Gill","2000", "Solo, Duo & Trio","master"
"Randy Weston", "Rudy Van Gelder","2000", "Solo, Duo & Trio","master"
"Art Blakey", "Rudy Van Gelder","2000", "Solo, Duo & Trio","master"
"Sam Gill", "Rudy Van Gelder","2000", "Solo, Duo & Trio","master"
